町丁名,世帯数,男,女,date
百人町４丁目,1477,991,1346,2020-01-01
大久保１丁目,1848,1339,1122,2020-01-01
大久保２丁目,3716,2876,2519,2020-01-01
大久保３丁目,2019,1928,2102,2020-01-01
戸塚町１丁目,97,74,82,2020-01-01
西早稲田１丁目,2966,2311,2474,2020-01-01
西早稲田２丁目,3018,2514,2304,2020-01-01
西早稲田３丁目,3378,3038,2911,2020-01-01
高田馬場１丁目,2298,1920,1712,2020-01-01
高田馬場２丁目,1005,824,691,2020-01-01
高田馬場３丁目,3299,2570,2247,2020-01-01
高田馬場４丁目,3374,2824,2638,2020-01-01
下落合１丁目,1346,967,897,2020-01-01
下落合２丁目,1756,1525,1637,2020-01-01
下落合３丁目,2372,1904,2312,2020-01-01
下落合４丁目,2336,1975,2191,2020-01-01
中落合１丁目,2020,1598,1613,2020-01-01
中落合２丁目,2559,2232,2368,2020-01-01
中落合３丁目,2305,1948,2104,2020-01-01
中落合４丁目,1605,1465,1416,2020-01-01
上落合１丁目,3056,2534,2482,2020-01-01
上落合２丁目,3033,2357,2260,2020-01-01
上落合３丁目,2930,2201,2092,2020-01-01
西落合１丁目,2585,2108,2198,2020-01-01
西落合２丁目,2411,2002,1988,2020-01-01
西落合３丁目,1778,1396,1612,2020-01-01
西落合４丁目,1207,1028,1134,2020-01-01
中井１丁目,1160,906,732,2020-01-01
中井２丁目,1559,1438,1533,2020-01-01
北新宿１丁目,3885,2890,2579,2020-01-01
北新宿２丁目,2772,2433,2164,2020-01-01
北新宿３丁目,3715,2943,2644,2020-01-01
北新宿４丁目,3526,2728,2536,2020-01-01
西新宿１丁目,33,26,27,2020-01-01
西新宿２丁目,2,2,5,2020-01-01
西新宿３丁目,1474,996,999,2020-01-01
西新宿４丁目,4641,3512,3180,2020-01-01
西新宿５丁目,2497,1977,1752,2020-01-01
西新宿６丁目,1991,1580,1408,2020-01-01
西新宿７丁目,1565,1199,909,2020-01-01
西新宿８丁目,1892,1404,1292,2020-01-01
四谷１丁目,279,227,313,2021-12-01
四谷２丁目,245,197,219,2021-12-01
四谷３丁目,264,171,217,2021-12-01
四谷４丁目,2050,1673,1534,2021-12-01
四谷本塩町,308,237,239,2021-12-01
四谷三栄町,1037,896,980,2021-12-01
四谷坂町,1512,1204,1125,2021-12-01
若葉１丁目,1349,1247,1207,2021-12-01
若葉２丁目,453,420,418,2021-12-01
若葉３丁目,577,465,443,2021-12-01
須賀町,776,655,664,2021-12-01
左門町,1027,700,857,2021-12-01
信濃町,510,378,467,2021-12-01
南元町,1246,1086,1242,2021-12-01
荒木町,1592,1196,1162,2021-12-01
舟町,967,662,703,2021-12-01
愛住町,832,653,672,2021-12-01
大京町,2289,1704,2059,2021-12-01
霞ヶ丘町,0,0,0,2021-12-01
内藤町,638,562,610,2021-12-01
片町,262,192,178,2021-12-01
新宿１丁目,2918,2072,1812,2021-12-01
新宿２丁目,833,616,480,2021-12-01
新宿３丁目,94,82,43,2021-12-01
新宿４丁目,195,160,101,2021-12-01
新宿５丁目,1834,1292,982,2021-12-01
新宿６丁目,2794,2035,1711,2021-12-01
新宿７丁目,3683,2933,2726,2021-12-01
歌舞伎町１丁目,147,114,49,2021-12-01
歌舞伎町２丁目,1576,1251,538,2021-12-01
市谷田町１丁目,13,8,15,2021-12-01
市谷田町２丁目,321,250,323,2021-12-01
市谷田町３丁目,179,151,176,2021-12-01
市谷本村町,1741,1500,1076,2021-12-01
市谷砂土原町１丁目,103,97,112,2021-12-01
市谷砂土原町２丁目,253,202,253,2021-12-01
市谷砂土原町３丁目,428,420,457,2021-12-01
市谷左内町,236,211,231,2021-12-01
市谷加賀町１丁目,181,209,246,2021-12-01
市谷加賀町２丁目,952,712,985,2021-12-01
市谷甲良町,438,372,422,2021-12-01
市谷船河原町,72,81,87,2021-12-01
市谷長延寺町,81,37,75,2021-12-01
市谷鷹匠町,14,13,16,2021-12-01
市谷山伏町,295,260,281,2021-12-01
市谷八幡町,64,56,64,2021-12-01
神楽坂１丁目,11,12,15,2021-12-01
神楽坂２丁目,118,74,111,2021-12-01
神楽坂３丁目,274,220,194,2021-12-01
神楽坂４丁目,91,75,94,2021-12-01
神楽坂５丁目,368,298,390,2021-12-01
神楽坂６丁目,505,331,429,2021-12-01
細工町,254,209,206,2021-12-01
二十騎町,386,295,357,2021-12-01
揚場町,54,46,51,2021-12-01
津久戸町,61,41,49,2021-12-01
東五軒町,1167,1009,1154,2021-12-01
西五軒町,972,809,854,2021-12-01
赤城元町,245,194,234,2021-12-01
南榎町,683,670,694,2021-12-01
袋町,356,307,334,2021-12-01
払方町,500,467,508,2021-12-01
南町,388,411,437,2021-12-01
北町,528,469,545,2021-12-01
納戸町,519,462,535,2021-12-01
南山伏町,354,304,306,2021-12-01
北山伏町,374,244,312,2021-12-01
白銀町,725,577,762,2021-12-01
下宮比町,177,99,137,2021-12-01
矢来町,2390,2033,2309,2021-12-01
若宮町,525,450,460,2021-12-01
岩戸町,409,296,322,2021-12-01
中町,253,246,242,2021-12-01
箪笥町,438,294,331,2021-12-01
横寺町,634,479,482,2021-12-01
筑土八幡町,492,371,447,2021-12-01
新小川町,1962,1604,1579,2021-12-01
神楽河岸,0,0,0,2021-12-01
市谷薬王寺町,1963,1454,1566,2021-12-01
市谷柳町,877,580,693,2021-12-01
市谷仲之町,1181,1039,1147,2021-12-01
赤城下町,802,632,595,2021-12-01
天神町,670,501,529,2021-12-01
榎町,461,319,324,2021-12-01
東榎町,207,129,152,2021-12-01
早稲田町,771,531,614,2021-12-01
早稲田南町,412,336,377,2021-12-01
馬場下町,318,250,242,2021-12-01
原町１丁目,795,659,706,2021-12-01
原町２丁目,643,575,585,2021-12-01
原町３丁目,1152,866,1037,2021-12-01
喜久井町,1075,932,928,2021-12-01
築地町,311,234,285,2021-12-01
弁天町,1868,1494,1652,2021-12-01
中里町,363,335,367,2021-12-01
山吹町,2418,1705,1870,2021-12-01
改代町,388,313,289,2021-12-01
水道町,710,479,485,2021-12-01
早稲田鶴巻町,3400,2445,2594,2021-12-01
住吉町,1704,1258,1297,2021-12-01
市谷台町,855,666,665,2021-12-01
河田町,1216,1081,1086,2021-12-01
若松町,3117,2404,2746,2021-12-01
余丁町,2394,1896,1970,2021-12-01
戸山１丁目,1414,1113,1229,2021-12-01
戸山２丁目,3189,1937,2992,2021-12-01
戸山３丁目,572,483,517,2021-12-01
富久町,3856,3353,3347,2021-12-01
百人町１丁目,1903,1475,926,2021-12-01
百人町２丁目,2112,1593,1278,2021-12-01
百人町３丁目,2344,2350,2594,2021-12-01
百人町４丁目,1548,1009,1360,2021-12-01
大久保１丁目,1929,1367,1117,2021-12-01
大久保２丁目,3679,2771,2445,2021-12-01
大久保３丁目,2202,2059,2212,2021-12-01
戸塚町１丁目,119,87,86,2021-12-01
西早稲田１丁目,2996,2286,2454,2021-12-01
西早稲田２丁目,3264,2657,2455,2021-12-01
西早稲田３丁目,3391,3011,2919,2021-12-01
高田馬場１丁目,2368,1957,1765,2021-12-01
高田馬場２丁目,1022,849,679,2021-12-01
高田馬場３丁目,3325,2568,2224,2021-12-01
高田馬場４丁目,3415,2821,2611,2021-12-01
下落合１丁目,1479,1033,1017,2021-12-01
下落合２丁目,1802,1561,1647,2021-12-01
下落合３丁目,2481,1950,2400,2021-12-01
下落合４丁目,2365,1983,2141,2021-12-01
中落合１丁目,2134,1648,1662,2021-12-01
中落合２丁目,2628,2295,2378,2021-12-01
中落合３丁目,2365,1939,2163,2021-12-01
中落合４丁目,1616,1481,1421,2021-12-01
上落合１丁目,3052,2479,2480,2021-12-01
上落合２丁目,3090,2338,2274,2021-12-01
上落合３丁目,2901,2187,2052,2021-12-01
西落合１丁目,2751,2178,2264,2021-12-01
西落合２丁目,2400,1985,1989,2021-12-01
西落合３丁目,1793,1414,1611,2021-12-01
西落合４丁目,1274,1062,1180,2021-12-01
中井１丁目,1178,901,735,2021-12-01
中井２丁目,1594,1499,1523,2021-12-01
北新宿１丁目,3999,2957,2543,2021-12-01
北新宿２丁目,2854,2485,2177,2021-12-01
北新宿３丁目,3781,2929,2658,2021-12-01
北新宿４丁目,3549,2656,2558,2021-12-01
西新宿１丁目,31,23,26,2021-12-01
西新宿２丁目,1,1,4,2021-12-01
西新宿３丁目,1444,1003,939,2021-12-01
西新宿４丁目,4652,3491,3150,2021-12-01
西新宿５丁目,2413,1878,1680,2021-12-01
西新宿６丁目,2206,1738,1509,2021-12-01
西新宿７丁目,1580,1210,896,2021-12-01
西新宿８丁目,2058,1502,1383,2021-12-01
四谷１丁目,286,233,316,2021-11-01
四谷２丁目,244,196,219,2021-11-01
四谷３丁目,264,174,215,2021-11-01
四谷４丁目,2049,1682,1531,2021-11-01
四谷本塩町,312,236,240,2021-11-01
四谷三栄町,1034,897,978,2021-11-01
四谷坂町,1492,1182,1116,2021-11-01
若葉１丁目,1357,1250,1211,2021-11-01
若葉２丁目,455,422,418,2021-11-01
若葉３丁目,577,468,439,2021-11-01
須賀町,786,663,672,2021-11-01
左門町,1034,700,866,2021-11-01
信濃町,518,382,473,2021-11-01
南元町,1250,1088,1239,2021-11-01
荒木町,1607,1204,1169,2021-11-01
舟町,969,661,706,2021-11-01
愛住町,836,657,670,2021-11-01
大京町,2304,1711,2073,2021-11-01
霞ヶ丘町,0,0,0,2021-11-01
内藤町,642,560,611,2021-11-01
片町,262,192,177,2021-11-01
新宿１丁目,2900,2060,1804,2021-11-01
新宿２丁目,831,617,474,2021-11-01
新宿３丁目,93,81,42,2021-11-01
新宿４丁目,197,162,101,2021-11-01
新宿５丁目,1845,1299,978,2021-11-01
新宿６丁目,2792,2037,1715,2021-11-01
新宿７丁目,3675,2932,2723,2021-11-01
歌舞伎町１丁目,146,114,48,2021-11-01
歌舞伎町２丁目,1580,1254,541,2021-11-01
市谷田町１丁目,13,7,15,2021-11-01
市谷田町２丁目,320,248,324,2021-11-01
市谷田町３丁目,181,152,178,2021-11-01
市谷本村町,1751,1515,1076,2021-11-01
市谷砂土原町１丁目,103,97,112,2021-11-01
市谷砂土原町２丁目,255,203,255,2021-11-01
市谷砂土原町３丁目,428,421,455,2021-11-01
市谷左内町,234,207,232,2021-11-01
市谷加賀町１丁目,23,16,27,2021-11-01
市谷加賀町２丁目,963,716,997,2021-11-01
市谷甲良町,438,374,426,2021-11-01
市谷船河原町,73,83,87,2021-11-01
市谷長延寺町,81,38,75,2021-11-01
市谷鷹匠町,14,13,16,2021-11-01
市谷山伏町,295,262,279,2021-11-01
市谷八幡町,64,56,64,2021-11-01
神楽坂１丁目,11,12,15,2021-11-01
神楽坂２丁目,118,74,111,2021-11-01
神楽坂３丁目,277,224,195,2021-11-01
神楽坂４丁目,93,75,96,2021-11-01
神楽坂５丁目,369,297,388,2021-11-01
神楽坂６丁目,506,334,432,2021-11-01
細工町,254,208,208,2021-11-01
二十騎町,389,300,356,2021-11-01
揚場町,54,48,52,2021-11-01
津久戸町,60,39,49,2021-11-01
東五軒町,1175,1012,1156,2021-11-01
西五軒町,977,810,861,2021-11-01
赤城元町,245,194,233,2021-11-01
南榎町,686,673,695,2021-11-01
袋町,353,307,331,2021-11-01
払方町,505,472,513,2021-11-01
南町,391,416,439,2021-11-01
北町,534,477,549,2021-11-01
納戸町,523,467,536,2021-11-01
南山伏町,345,299,299,2021-11-01
北山伏町,366,242,307,2021-11-01
白銀町,725,575,761,2021-11-01
下宮比町,176,98,137,2021-11-01
矢来町,2417,2054,2332,2021-11-01
若宮町,527,452,462,2021-11-01
岩戸町,408,295,321,2021-11-01
中町,255,251,245,2021-11-01
箪笥町,438,297,331,2021-11-01
横寺町,627,474,482,2021-11-01
筑土八幡町,494,371,449,2021-11-01
新小川町,1957,1603,1586,2021-11-01
神楽河岸,0,0,0,2021-11-01
市谷薬王寺町,1970,1464,1567,2021-11-01
市谷柳町,877,581,694,2021-11-01
市谷仲之町,1184,1038,1154,2021-11-01
赤城下町,807,635,598,2021-11-01
天神町,679,505,530,2021-11-01
榎町,461,316,324,2021-11-01
東榎町,208,129,152,2021-11-01
早稲田町,767,529,610,2021-11-01
早稲田南町,412,336,376,2021-11-01
馬場下町,314,248,240,2021-11-01
原町１丁目,802,661,711,2021-11-01
原町２丁目,643,581,589,2021-11-01
原町３丁目,1159,864,1043,2021-11-01
喜久井町,1085,935,933,2021-11-01
築地町,314,237,287,2021-11-01
弁天町,1870,1501,1656,2021-11-01
中里町,367,335,369,2021-11-01
山吹町,2430,1706,1878,2021-11-01
改代町,392,316,292,2021-11-01
水道町,711,483,484,2021-11-01
早稲田鶴巻町,3392,2449,2587,2021-11-01
住吉町,1713,1260,1306,2021-11-01
市谷台町,854,662,661,2021-11-01
河田町,1207,1083,1075,2021-11-01
若松町,3112,2406,2745,2021-11-01
余丁町,2392,1900,1967,2021-11-01
戸山１丁目,1412,1112,1225,2021-11-01
戸山２丁目,3200,1941,3001,2021-11-01
戸山３丁目,572,486,516,2021-11-01
富久町,3860,3356,3349,2021-11-01
百人町１丁目,1922,1485,936,2021-11-01
百人町２丁目,2105,1590,1275,2021-11-01
百人町３丁目,2338,2344,2590,2021-11-01
百人町４丁目,1543,1008,1361,2021-11-01
大久保１丁目,1935,1380,1108,2021-11-01
大久保２丁目,3699,2783,2466,2021-11-01
大久保３丁目,2189,2044,2199,2021-11-01
戸塚町１丁目,121,88,88,2021-11-01
西早稲田１丁目,3003,2289,2455,2021-11-01
西早稲田２丁目,3260,2653,2453,2021-11-01
西早稲田３丁目,3396,3010,2920,2021-11-01
高田馬場１丁目,2345,1944,1751,2021-11-01
高田馬場２丁目,1030,857,685,2021-11-01
高田馬場３丁目,3331,2569,2230,2021-11-01
高田馬場４丁目,3414,2815,2613,2021-11-01
下落合１丁目,1475,1029,1010,2021-11-01
下落合２丁目,1800,1550,1653,2021-11-01
下落合３丁目,2490,1961,2416,2021-11-01
下落合４丁目,2356,1976,2136,2021-11-01
中落合１丁目,2136,1644,1670,2021-11-01
中落合２丁目,2635,2299,2385,2021-11-01
中落合３丁目,2363,1942,2160,2021-11-01
中落合４丁目,1625,1487,1420,2021-11-01
上落合１丁目,3056,2477,2481,2021-11-01
上落合２丁目,3099,2343,2285,2021-11-01
上落合３丁目,2902,2188,2055,2021-11-01
西落合１丁目,2760,2186,2265,2021-11-01
西落合２丁目,2383,1974,1975,2021-11-01
西落合３丁目,1796,1423,1619,2021-11-01
西落合４丁目,1267,1056,1177,2021-11-01
中井１丁目,1186,903,739,2021-11-01
中井２丁目,1575,1482,1508,2021-11-01
北新宿１丁目,4014,2967,2564,2021-11-01
北新宿２丁目,2837,2469,2176,2021-11-01
北新宿３丁目,3774,2923,2654,2021-11-01
北新宿４丁目,3528,2648,2547,2021-11-01
西新宿１丁目,31,23,26,2021-11-01
西新宿２丁目,1,1,4,2021-11-01
西新宿３丁目,1445,1002,942,2021-11-01
西新宿４丁目,4664,3497,3165,2021-11-01
西新宿５丁目,2408,1883,1674,2021-11-01
西新宿６丁目,2203,1733,1501,2021-11-01
西新宿７丁目,1572,1206,890,2021-11-01
西新宿８丁目,2060,1504,1383,2021-11-01
四谷１丁目,282,232,313,2021-10-01
四谷２丁目,233,189,212,2021-10-01
四谷３丁目,264,175,215,2021-10-01
四谷４丁目,2063,1692,1532,2021-10-01
四谷本塩町,310,238,237,2021-10-01
四谷三栄町,1042,897,980,2021-10-01
四谷坂町,1502,1188,1121,2021-10-01
若葉１丁目,1360,1253,1213,2021-10-01
若葉２丁目,458,425,423,2021-10-01
若葉３丁目,584,470,444,2021-10-01
須賀町,789,660,671,2021-10-01
左門町,1036,696,872,2021-10-01
信濃町,517,380,472,2021-10-01
南元町,1261,1095,1241,2021-10-01
荒木町,1610,1203,1172,2021-10-01
舟町,968,659,704,2021-10-01
愛住町,837,659,671,2021-10-01
大京町,2325,1720,2096,2021-10-01
霞ヶ丘町,0,0,0,2021-10-01
内藤町,650,571,615,2021-10-01
片町,255,190,171,2021-10-01
新宿１丁目,2871,2050,1776,2021-10-01
新宿２丁目,832,616,477,2021-10-01
新宿３丁目,92,80,42,2021-10-01
新宿４丁目,197,160,102,2021-10-01
新宿５丁目,1847,1307,975,2021-10-01
新宿６丁目,2785,2023,1714,2021-10-01
新宿７丁目,3683,2943,2728,2021-10-01
歌舞伎町１丁目,150,117,49,2021-10-01
歌舞伎町２丁目,1590,1264,543,2021-10-01
市谷田町１丁目,13,7,15,2021-10-01
市谷田町２丁目,322,248,327,2021-10-01
市谷田町３丁目,182,153,179,2021-10-01
市谷本村町,1706,1472,1069,2021-10-01
市谷砂土原町１丁目,103,97,111,2021-10-01
市谷砂土原町２丁目,257,202,258,2021-10-01
市谷砂土原町３丁目,428,421,457,2021-10-01
市谷左内町,235,206,234,2021-10-01
市谷加賀町１丁目,21,13,23,2021-10-01
市谷加賀町２丁目,968,715,1007,2021-10-01
市谷甲良町,437,376,426,2021-10-01
市谷船河原町,74,83,89,2021-10-01
市谷長延寺町,82,38,76,2021-10-01
市谷鷹匠町,14,13,16,2021-10-01
市谷山伏町,297,260,283,2021-10-01
市谷八幡町,64,56,64,2021-10-01
神楽坂１丁目,11,12,15,2021-10-01
神楽坂２丁目,118,74,111,2021-10-01
神楽坂３丁目,278,225,194,2021-10-01
神楽坂４丁目,93,75,96,2021-10-01
神楽坂５丁目,370,298,388,2021-10-01
神楽坂６丁目,510,335,433,2021-10-01
細工町,255,210,208,2021-10-01
二十騎町,391,298,360,2021-10-01
揚場町,55,47,52,2021-10-01
津久戸町,59,38,48,2021-10-01
東五軒町,1174,1010,1161,2021-10-01
西五軒町,981,812,863,2021-10-01
赤城元町,246,194,233,2021-10-01
南榎町,683,672,692,2021-10-01
袋町,354,304,332,2021-10-01
払方町,499,468,507,2021-10-01
南町,392,417,439,2021-10-01
北町,530,472,545,2021-10-01
納戸町,526,469,535,2021-10-01
南山伏町,344,298,298,2021-10-01
北山伏町,366,241,308,2021-10-01
白銀町,729,580,763,2021-10-01
下宮比町,175,98,136,2021-10-01
矢来町,2422,2060,2332,2021-10-01
若宮町,530,455,465,2021-10-01
岩戸町,407,296,318,2021-10-01
中町,253,250,243,2021-10-01
箪笥町,436,292,329,2021-10-01
横寺町,624,475,477,2021-10-01
筑土八幡町,499,378,452,2021-10-01
新小川町,1951,1592,1590,2021-10-01
神楽河岸,0,0,0,2021-10-01
市谷薬王寺町,1974,1466,1568,2021-10-01
市谷柳町,882,583,695,2021-10-01
市谷仲之町,1184,1042,1158,2021-10-01
赤城下町,809,637,602,2021-10-01
天神町,676,500,533,2021-10-01
榎町,458,313,324,2021-10-01
東榎町,210,130,155,2021-10-01
早稲田町,774,531,614,2021-10-01
早稲田南町,410,331,370,2021-10-01
馬場下町,311,247,237,2021-10-01
原町１丁目,805,661,713,2021-10-01
原町２丁目,648,585,593,2021-10-01
原町３丁目,1164,866,1052,2021-10-01
喜久井町,1085,942,926,2021-10-01
築地町,316,241,289,2021-10-01
弁天町,1887,1516,1665,2021-10-01
中里町,367,334,371,2021-10-01
山吹町,2436,1708,1879,2021-10-01
改代町,391,316,292,2021-10-01
水道町,705,482,479,2021-10-01
早稲田鶴巻町,3396,2452,2594,2021-10-01
住吉町,1723,1266,1315,2021-10-01
市谷台町,846,658,659,2021-10-01
河田町,1209,1079,1079,2021-10-01
若松町,3102,2402,2747,2021-10-01
余丁町,2393,1901,1967,2021-10-01
戸山１丁目,1418,1113,1231,2021-10-01
戸山２丁目,3208,1945,3009,2021-10-01
戸山３丁目,573,487,512,2021-10-01
富久町,3876,3366,3359,2021-10-01
百人町１丁目,1917,1486,932,2021-10-01
百人町２丁目,2102,1583,1281,2021-10-01
百人町３丁目,2357,2361,2604,2021-10-01
百人町４丁目,1535,1002,1357,2021-10-01
大久保１丁目,1928,1372,1112,2021-10-01
大久保２丁目,3714,2801,2469,2021-10-01
大久保３丁目,2199,2052,2218,2021-10-01
戸塚町１丁目,118,87,86,2021-10-01
西早稲田１丁目,3006,2300,2454,2021-10-01
西早稲田２丁目,3252,2642,2444,2021-10-01
西早稲田３丁目,3396,3006,2923,2021-10-01
高田馬場１丁目,2336,1935,1746,2021-10-01
高田馬場２丁目,1033,861,690,2021-10-01
高田馬場３丁目,3335,2567,2232,2021-10-01
高田馬場４丁目,3424,2821,2620,2021-10-01
下落合１丁目,1439,995,974,2021-10-01
下落合２丁目,1804,1550,1649,2021-10-01
下落合３丁目,2488,1962,2409,2021-10-01
下落合４丁目,2363,1979,2140,2021-10-01
中落合１丁目,2156,1663,1679,2021-10-01
中落合２丁目,2636,2304,2392,2021-10-01
中落合３丁目,2354,1935,2147,2021-10-01
中落合４丁目,1626,1483,1423,2021-10-01
上落合１丁目,3062,2486,2486,2021-10-01
上落合２丁目,3095,2343,2275,2021-10-01
上落合３丁目,2923,2209,2061,2021-10-01
西落合１丁目,2742,2179,2261,2021-10-01
西落合２丁目,2391,1963,1985,2021-10-01
西落合３丁目,1801,1425,1617,2021-10-01
西落合４丁目,1264,1059,1173,2021-10-01
中井１丁目,1191,903,744,2021-10-01
中井２丁目,1576,1483,1506,2021-10-01
北新宿１丁目,4010,2955,2569,2021-10-01
北新宿２丁目,2831,2462,2163,2021-10-01
北新宿３丁目,3777,2928,2653,2021-10-01
北新宿４丁目,3535,2652,2544,2021-10-01
西新宿１丁目,31,23,26,2021-10-01
西新宿２丁目,1,1,4,2021-10-01
西新宿３丁目,1435,991,941,2021-10-01
西新宿４丁目,4675,3503,3174,2021-10-01
西新宿５丁目,2418,1886,1680,2021-10-01
西新宿６丁目,2200,1740,1500,2021-10-01
西新宿７丁目,1573,1207,886,2021-10-01
西新宿８丁目,2071,1511,1389,2021-10-01
四谷１丁目,283,230,316,2021-09-01
四谷２丁目,237,194,213,2021-09-01
四谷３丁目,263,176,215,2021-09-01
四谷４丁目,2057,1679,1538,2021-09-01
四谷本塩町,311,237,238,2021-09-01
四谷三栄町,1039,891,983,2021-09-01
四谷坂町,1501,1182,1130,2021-09-01
若葉１丁目,1354,1248,1211,2021-09-01
若葉２丁目,461,428,420,2021-09-01
若葉３丁目,588,474,450,2021-09-01
須賀町,789,665,670,2021-09-01
左門町,1038,698,870,2021-09-01
信濃町,515,382,467,2021-09-01
南元町,1257,1097,1242,2021-09-01
荒木町,1601,1201,1163,2021-09-01
舟町,976,660,707,2021-09-01
愛住町,845,663,673,2021-09-01
大京町,2334,1725,2099,2021-09-01
霞ヶ丘町,0,0,0,2021-09-01
内藤町,645,568,610,2021-09-01
片町,254,192,169,2021-09-01
新宿１丁目,2865,2051,1770,2021-09-01
新宿２丁目,827,621,469,2021-09-01
新宿３丁目,92,79,44,2021-09-01
新宿４丁目,197,160,102,2021-09-01
新宿５丁目,1854,1315,973,2021-09-01
新宿６丁目,2797,2032,1721,2021-09-01
新宿７丁目,3676,2949,2731,2021-09-01
歌舞伎町１丁目,150,118,49,2021-09-01
歌舞伎町２丁目,1585,1255,547,2021-09-01
市谷田町１丁目,14,7,16,2021-09-01
市谷田町２丁目,323,249,327,2021-09-01
市谷田町３丁目,183,154,181,2021-09-01
市谷本村町,1701,1469,1070,2021-09-01
市谷砂土原町１丁目,104,98,111,2021-09-01
市谷砂土原町２丁目,258,205,260,2021-09-01
市谷砂土原町３丁目,428,416,455,2021-09-01
市谷左内町,235,205,235,2021-09-01
市谷加賀町１丁目,21,13,23,2021-09-01
市谷加賀町２丁目,971,717,1002,2021-09-01
市谷甲良町,434,375,423,2021-09-01
市谷船河原町,74,82,89,2021-09-01
市谷長延寺町,83,39,75,2021-09-01
市谷鷹匠町,14,13,16,2021-09-01
市谷山伏町,295,257,285,2021-09-01
市谷八幡町,64,56,64,2021-09-01
神楽坂１丁目,11,12,15,2021-09-01
神楽坂２丁目,115,73,108,2021-09-01
神楽坂３丁目,277,223,194,2021-09-01
神楽坂４丁目,94,80,97,2021-09-01
神楽坂５丁目,377,303,391,2021-09-01
神楽坂６丁目,514,339,437,2021-09-01
細工町,254,210,210,2021-09-01
二十騎町,385,296,356,2021-09-01
揚場町,57,49,53,2021-09-01
津久戸町,58,38,47,2021-09-01
東五軒町,1170,1010,1165,2021-09-01
西五軒町,984,815,863,2021-09-01
赤城元町,245,193,234,2021-09-01
南榎町,685,675,692,2021-09-01
袋町,354,304,333,2021-09-01
払方町,497,462,510,2021-09-01
南町,392,417,440,2021-09-01
北町,526,470,538,2021-09-01
納戸町,529,468,535,2021-09-01
南山伏町,351,304,298,2021-09-01
北山伏町,360,237,305,2021-09-01
白銀町,728,581,762,2021-09-01
下宮比町,168,95,131,2021-09-01
矢来町,2438,2071,2347,2021-09-01
若宮町,529,456,468,2021-09-01
岩戸町,409,296,319,2021-09-01
中町,253,250,243,2021-09-01
箪笥町,445,299,334,2021-09-01
横寺町,622,473,477,2021-09-01
筑土八幡町,499,376,455,2021-09-01
新小川町,1939,1580,1582,2021-09-01
神楽河岸,0,0,0,2021-09-01
市谷薬王寺町,1980,1473,1575,2021-09-01
市谷柳町,845,571,661,2021-09-01
市谷仲之町,1179,1038,1158,2021-09-01
赤城下町,813,641,604,2021-09-01
天神町,677,501,530,2021-09-01
榎町,459,316,324,2021-09-01
東榎町,209,130,157,2021-09-01
早稲田町,774,525,617,2021-09-01
早稲田南町,406,331,366,2021-09-01
馬場下町,309,248,234,2021-09-01
原町１丁目,808,659,717,2021-09-01
原町２丁目,649,589,593,2021-09-01
原町３丁目,1160,858,1052,2021-09-01
喜久井町,1090,946,931,2021-09-01
築地町,313,240,291,2021-09-01
弁天町,1894,1521,1662,2021-09-01
中里町,369,335,373,2021-09-01
山吹町,2430,1700,1880,2021-09-01
改代町,391,313,295,2021-09-01
水道町,714,485,480,2021-09-01
早稲田鶴巻町,3405,2463,2604,2021-09-01
住吉町,1718,1258,1317,2021-09-01
市谷台町,849,659,665,2021-09-01
河田町,1203,1075,1074,2021-09-01
若松町,3109,2406,2749,2021-09-01
余丁町,2385,1901,1963,2021-09-01
戸山１丁目,1420,1117,1229,2021-09-01
戸山２丁目,3215,1952,3015,2021-09-01
戸山３丁目,577,488,521,2021-09-01
富久町,3888,3383,3354,2021-09-01
百人町１丁目,1913,1476,939,2021-09-01
百人町２丁目,2103,1583,1286,2021-09-01
百人町３丁目,2356,2350,2602,2021-09-01
百人町４丁目,1529,997,1355,2021-09-01
大久保１丁目,1929,1369,1119,2021-09-01
大久保２丁目,3714,2810,2462,2021-09-01
大久保３丁目,2210,2059,2230,2021-09-01
戸塚町１丁目,119,87,87,2021-09-01
西早稲田１丁目,3002,2295,2467,2021-09-01
西早稲田２丁目,3236,2633,2433,2021-09-01
西早稲田３丁目,3398,3009,2926,2021-09-01
高田馬場１丁目,2342,1927,1749,2021-09-01
高田馬場２丁目,1047,866,699,2021-09-01
高田馬場３丁目,3353,2581,2240,2021-09-01
高田馬場４丁目,3435,2827,2634,2021-09-01
下落合１丁目,1375,944,924,2021-09-01
下落合２丁目,1806,1549,1650,2021-09-01
下落合３丁目,2490,1963,2409,2021-09-01
下落合４丁目,2375,1984,2148,2021-09-01
中落合１丁目,2167,1671,1684,2021-09-01
中落合２丁目,2636,2312,2391,2021-09-01
中落合３丁目,2346,1932,2140,2021-09-01
中落合４丁目,1619,1469,1421,2021-09-01
上落合１丁目,3066,2494,2493,2021-09-01
上落合２丁目,3099,2351,2271,2021-09-01
上落合３丁目,2919,2210,2055,2021-09-01
西落合１丁目,2736,2180,2251,2021-09-01
西落合２丁目,2391,1960,1989,2021-09-01
西落合３丁目,1805,1430,1616,2021-09-01
西落合４丁目,1269,1061,1176,2021-09-01
中井１丁目,1199,912,745,2021-09-01
中井２丁目,1590,1492,1517,2021-09-01
北新宿１丁目,4013,2965,2568,2021-09-01
北新宿２丁目,2842,2474,2161,2021-09-01
北新宿３丁目,3774,2925,2656,2021-09-01
